Variable	Commentaire	Date de départ	Heure de départ	Valeur
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:10:43,071	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:10:43,200	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:10:43,328	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:10:43,448	FAUX
z_haut_z_bas		25/05/2021	11:10:43,448	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:10:44,749	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:0	Ouvrir la pince	25/05/2021	11:10:44,749	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:10:44,749	FAUX
z_haut_z_bas		25/05/2021	11:10:44,749	FAUX
OUVRIR_ouvert		25/05/2021	11:10:44,749	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:0	Pince fermée.	25/05/2021	11:10:44,869	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:1	Pince ouverte.	25/05/2021	11:10:44,992	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:0	Ouvrir la pince	25/05/2021	11:10:44,992	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:10:44,992	VRAI
OUVRIR_ouvert		25/05/2021	11:10:44,992	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:10:45,115	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:10:45,238	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:10:45,330	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:10:45,452	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:10:45,576	FAUX
z_bas_z_haut		25/05/2021	11:10:45,576	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:10:46,837	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:10:46,837	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:10:46,837	FAUX
z_bas_z_haut		25/05/2021	11:10:46,837	FAUX
YSTA_y_sta		25/05/2021	11:10:46,837	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:5	Pince en position convoyeur central sur l'axe Y.	25/05/2021	11:10:46,962	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:6	Pince en position station import/export sur l'axe Y.	25/05/2021	11:10:48,134	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:4	Mvt vers le convoyeur central (axe Y)	25/05/2021	11:10:48,134	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:10:48,134	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:6		25/05/2021	11:10:48,134	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:7		25/05/2021	11:10:48,134	FAUX
YSTA_y_sta		25/05/2021	11:10:48,134	FAUX
YCONV_y_conv		25/05/2021	11:10:48,134	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:6	Pince en position station import/export sur l'axe Y.	25/05/2021	11:10:48,346	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:5	Pince en position convoyeur central sur l'axe Y.	25/05/2021	11:10:49,433	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:4	Mvt vers le convoyeur central (axe Y)	25/05/2021	11:10:49,433	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:10:49,433	VRAI
YCONV_y_conv		25/05/2021	11:10:49,433	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:10:49,557	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:10:49,678	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:10:49,803	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:10:49,923	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:21,820	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:6		25/05/2021	11:11:21,820	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:11:27,737	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:7		25/05/2021	11:11:27,737	VRAI
YSTA_y_sta		25/05/2021	11:11:27,737	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:5	Pince en position convoyeur central sur l'axe Y.	25/05/2021	11:11:27,919	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:6	Pince en position station import/export sur l'axe Y.	25/05/2021	11:11:29,004	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:11:29,004	FAUX
YSTA_y_sta		25/05/2021	11:11:29,004	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:1	présence d'un 6packs au début du convoyeur d'approvisionnement	25/05/2021	11:11:36,946	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:1	Rotation du convoyeur d'approvisionnement	25/05/2021	11:11:36,946	VRAI
CONVIE_conv_fin		25/05/2021	11:11:36,946	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:1	présence d'un 6packs au début du convoyeur d'approvisionnement	25/05/2021	11:11:37,530	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:2	présence d'un 6packs à la fin du convyeur d'approvisionnement	25/05/2021	11:11:39,717	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:39,717	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:1	Rotation du convoyeur d'approvisionnement	25/05/2021	11:11:39,717	FAUX
CONVIE_conv_fin		25/05/2021	11:11:39,717	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:39,839	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:39,965	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:40,091	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:40,216	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:11:40,338	FAUX
z_haut_z_bas		25/05/2021	11:11:40,338	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:11:41,635	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:1	Fermer la pince	25/05/2021	11:11:41,635	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:41,635	FAUX
z_haut_z_bas		25/05/2021	11:11:41,635	FAUX
FERMER_fermée		25/05/2021	11:11:41,635	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:0	Pince fermée.	25/05/2021	11:11:41,845	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:1	Pince ouverte.	25/05/2021	11:11:41,845	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:1	Fermer la pince	25/05/2021	11:11:41,845	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:41,845	VRAI
FERMER_fermée		25/05/2021	11:11:41,845	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:41,971	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:42,093	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:42,217	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:42,339	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:11:42,462	FAUX
z_bas_z_haut		25/05/2021	11:11:42,462	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:2	présence d'un 6packs à la fin du convyeur d'approvisionnement	25/05/2021	11:11:42,585	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:11:43,729	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:4	Mvt vers le convoyeur central (axe Y)	25/05/2021	11:11:43,729	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:43,729	FAUX
z_bas_z_haut		25/05/2021	11:11:43,729	FAUX
YCONV_y_conv		25/05/2021	11:11:43,729	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:6	Pince en position station import/export sur l'axe Y.	25/05/2021	11:11:43,851	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:5	Pince en position convoyeur central sur l'axe Y.	25/05/2021	11:11:45,028	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:4	Mvt vers le convoyeur central (axe Y)	25/05/2021	11:11:45,028	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:45,028	VRAI
YCONV_y_conv		25/05/2021	11:11:45,028	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:45,149	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:45,269	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:45,394	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:45,514	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:11:45,635	FAUX
z_haut_z_bas		25/05/2021	11:11:45,635	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:11:46,924	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:0	Ouvrir la pince	25/05/2021	11:11:46,924	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:46,924	FAUX
z_haut_z_bas		25/05/2021	11:11:46,924	FAUX
OUVRIR_ouvert		25/05/2021	11:11:46,924	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:0	Pince fermée.	25/05/2021	11:11:47,047	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:1	Pince ouverte.	25/05/2021	11:11:47,168	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:0	Ouvrir la pince	25/05/2021	11:11:47,168	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:47,168	VRAI
OUVRIR_ouvert		25/05/2021	11:11:47,168	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:47,290	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:47,416	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:47,537	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:47,657	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:11:47,749	FAUX
z_bas_z_haut		25/05/2021	11:11:47,749	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:11:49,018	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:11:49,018	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:49,018	FAUX
z_bas_z_haut		25/05/2021	11:11:49,018	FAUX
YSTA_y_sta		25/05/2021	11:11:49,018	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:5	Pince en position convoyeur central sur l'axe Y.	25/05/2021	11:11:49,141	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:6	Pince en position station import/export sur l'axe Y.	25/05/2021	11:11:50,346	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:4	Mvt vers le convoyeur central (axe Y)	25/05/2021	11:11:50,346	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:11:50,346	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:6		25/05/2021	11:11:50,346	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:7		25/05/2021	11:11:50,346	FAUX
YSTA_y_sta		25/05/2021	11:11:50,346	FAUX
YCONV_y_conv		25/05/2021	11:11:50,346	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:6	Pince en position station import/export sur l'axe Y.	25/05/2021	11:11:50,466	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:5	Pince en position convoyeur central sur l'axe Y.	25/05/2021	11:11:51,639	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:4	Mvt vers le convoyeur central (axe Y)	25/05/2021	11:11:51,639	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:51,639	VRAI
YCONV_y_conv		25/05/2021	11:11:51,639	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:51,767	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:51,889	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:52,014	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:52,136	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:11:52,261	FAUX
z_haut_z_bas		25/05/2021	11:11:52,261	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:11:53,535	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:1	Fermer la pince	25/05/2021	11:11:53,535	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:53,535	FAUX
z_haut_z_bas		25/05/2021	11:11:53,535	FAUX
FERMER_fermée		25/05/2021	11:11:53,535	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:1	Pince ouverte.	25/05/2021	11:11:53,721	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:0	Pince fermée.	25/05/2021	11:11:53,844	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:1	Fermer la pince	25/05/2021	11:11:53,844	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:53,844	VRAI
FERMER_fermée		25/05/2021	11:11:53,844	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:53,967	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:54,087	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:54,211	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:54,333	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:11:54,457	FAUX
z_bas_z_haut		25/05/2021	11:11:54,457	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:11:55,722	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:11:55,722	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:55,722	FAUX
z_bas_z_haut		25/05/2021	11:11:55,722	FAUX
YSTA_y_sta		25/05/2021	11:11:55,722	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:5	Pince en position convoyeur central sur l'axe Y.	25/05/2021	11:11:55,846	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:6	Pince en position station import/export sur l'axe Y.	25/05/2021	11:11:57,027	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:5	Mvt vers la station d'import/export (axe Y)	25/05/2021	11:11:57,027	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:2	Sortir la butée de la glissière intermédiaire	25/05/2021	11:11:57,027	VRAI
YSTA_y_sta		25/05/2021	11:11:57,027	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:7	butée de la glissière intermédiaire sortie	25/05/2021	11:11:57,212	VRAI
